brand,type,count,newbrand,newbrand2,newbrand3
PLOYER,MOMO96 3G,1,PLOYER,PLOYER,其他
OPPO,msm8916_32,1,OPPO,OPPO,OPPO
MT788,MT788.ironprimetd_td.MT788_td,1,MT788,MT788,其他
MOTO,MT887,1,MOTO,MOTO,其他
maxon,MX X3,2,maxon,MAXON,其他
Meizu,MX4,57,meizu,MEIZU,MEIZU
MX4,MX4,2,MX4,MEIZU,MEIZU
Meizu,MX4 Pro,38,meizu,MEIZU,MEIZU
MX4 Pro,MX4 Pro.mx4pro.meizu_mx4pro,1,MX4 Pro,MEIZU,MEIZU
MX4,MX4.mx4.meizu_mx4,5,MX4,MEIZU,MEIZU
motorola,MZ617,1,motorola,MOTO,其他
MZT-001,MZT-001,2,MZT-001,MZT-001,其他
MZT002-1,MZT002-1,1,MZT002-1,MZT002-1,其他
MZT007,MZT007,1,MZT007,MZT007,其他
OPPO,N1T,65,OPPO,OPPO,OPPO
N1T,N1T,2,N1T,N1T,其他
N1T,N1T.N1T.OPPO_13005,3,N1T,N1T,其他
OPPO,N1W,9,OPPO,OPPO,OPPO
N1W,N1W.N1W.OPPO_13006,1,oppo,OPPO,OPPO
Hualu,N20,1,Hualu,HUALU,其他
OPPO,N5110,17,OPPO,OPPO,OPPO
OPPO,N5111,2,OPPO,OPPO,OPPO
OPPO,N5117,206,OPPO,OPPO,OPPO
N5117,N5117,3,oppo,OPPO,OPPO
N5117,N5117.N5117.N5117,11,oppo,OPPO,OPPO
OPPO,N5206,1,OPPO,OPPO,OPPO
N5206,N5206.N3.N5206,1,oppo,OPPO,OPPO
OPPO,N5207,123,OPPO,OPPO,OPPO
N5207,N5207,5,oppo,OPPO,OPPO
N5207,N5207.N3.N5207,5,oppo,OPPO,OPPO
OPPO,N5209,108,OPPO,OPPO,OPPO
N5209,N5209.N3.N5209,2,oppo,OPPO,OPPO
ITOUCH,N668,1,ITOUCH,ITOUCH,其他
samsung,N7100,1,samsung,SAMSUNG,SAMSUNG
MKTEL,N7100A,1,MKTEL,MKTEL,其他
N800i,N800i,1,oppo,OPPO,OPPO
NAMO,N860,1,NAMO,NAMO,其他
N900,N900,1,oppo,OPPO,OPPO
samsung,N9100,1,samsung,SAMSUNG,SAMSUNG
SAMSUNG*,N9106,1,samsung,SAMSUNG,SAMSUNG
ZTE,N918St,71,ZTE,ZTE,ZTE
N918St,N918St,1,oppo,OPPO,OPPO
N918St,N918St.N918St.N918St,6,oppo,OPPO,OPPO
Itouch,N9500,1,ITOUCH,ITOUCH,其他
ZTE,N958St,48,ZTE,ZTE,ZTE
zte,N958St,1,ZTE,ZTE,ZTE
N958St,N958St.N958St.N958St,2,oppo,OPPO,OPPO
清华同方,N960,1,清华同方,清华同方,其他
qcom,Neolix 1,2,qcom,QCOM,QCOM
Newman,Newman K1,2,Newman,NEWMAN,其他
google,Nexus 4,9,google,GOOGLE,GOOGLE
google,Nexus 5,20,google,GOOGLE,GOOGLE
Google,Nexus 5,1,google,GOOGLE,GOOGLE
Nexus 5,Nexus 5.hammerhead.hammerhead,3,google,GOOGLE,GOOGLE
K-Touch,Nibiru H1,2,K-Touch,K-TOUCH,K-TOUCH
K-Touch,Nibiru H1c,7,K-Touch,K-TOUCH,K-TOUCH
alps,nibiru H1C,1,alps,ALPS,ALPS
Nibiru H1c,Nibiru H1c.tianyu92_wet_td.tianyu92_wet_td,1,Nibiru H1c,NIBIRU H1C,其他
Nibiru,Nibiru T1,3,Nibiru,NIBIRU,其他
NOAIN,NOAIN A905,1,NOAIN,NOAIN,其他
NOAIN,NOAIN M15,1,NOAIN,NOAIN,其他
NOAIN,NOAIN M6,1,NOAIN,NOAIN,其他
NOAIN,NOAIN M8,2,NOAIN,NOAIN,其他
NOAIN,NOAIN T918,1,NOAIN,NOAIN,其他
NOAIN,NOAIN X5,2,NOAIN,NOAIN,其他
NOAIN,NOAIN-M8,1,NOAIN,NOAIN,其他
Nokia,Nokia_X,3,Nokia,NOKIA,NOKIA
Nokia,Nokia_XL,10,Nokia,NOKIA,NOKIA
Nokia_XL,Nokia_XL.msm8625.RM-1030,3,Nokia,NOKIA,NOKIA
Nokia,Nokia_XL_4G,10,Nokia,NOKIA,NOKIA
Nokia,NokiaX2DS,6,Nokia,NOKIA,NOKIA
alps,NOMI 3S,1,alps,ALPS,ALPS
alps,NOMI 5,2,alps,ALPS,ALPS
NOMI,NOMI L003,1,NOMI,NOMI,其他
alps,NOMI L003T,1,alps,ALPS,ALPS
samsung,Note-T HK,1,samsung,SAMSUNG,SAMSUNG
NUOFEI,NS29,4,NUOFEI,NUOFEI,其他
NUOFEI,NS29-Young,1,NUOFEI,NUOFEI,其他
samsung,,10,samsung,SAMSUNG,SAMSUNG
Coolpad,,6,Coolpad,COOLPAD,COOLPAD
vivo,,6,vivo,VIVO,VIVO
OPPO,,4,OPPO,OPPO,OPPO
Huawei,,2,huawei,HUAWEI,HUAWEI
Lenovo,,2,lenovo,LENOVO,LENOVO
ETON,,1,ETON,ETON,ETON
Sony,,1,Sony,SONY,SONY
TCL,,1,TCL,TCL,TCL
Xiaomi,,1,Xiaomi,XIAOMI,XIAOMI
ZTE,,1,ZTE,ZTE,ZTE
alps,,1,alps,ALPS,ALPS
lge,,1,LGE,LGE,LGE
GO,NX,2,GO,GO,其他
nubia,NX403A,60,nubia,NUBIA,NUBIA
NX403A,NX403A,1,NX403A,NUBIA,NUBIA
NX403A,NX403A.NX403A.NX403A,2,NX403A,NUBIA,NUBIA
nubia,NX40X,8,nubia,NUBIA,NUBIA
nubia,NX503A,24,nubia,NUBIA,NUBIA
nubia,NX505H,1,nubia,NUBIA,NUBIA
NX505H,NX505H.NX505J.NX505J,1,NX505H,NUBIA,NUBIA
nubia,NX505J,39,nubia,NUBIA,NUBIA
nubia,NX506J,5,nubia,NUBIA,NUBIA
nubia,NX507J,61,nubia,NUBIA,NUBIA
NX507J,NX507J,2,NX507J,NUBIA,NUBIA
NX507J,NX507J.NX507J.NX507J,1,NX507J,NUBIA,NUBIA
nubia,NX601J,5,nubia,NUBIA,NUBIA
OBEE,OBEE V10,2,OBEE,OBEE,其他
OBEE,OBEE V11,3,OBEE,OBEE,其他
OINOM%2BV9%252B,OINOM V9+,1,OINOM%2BV9%252B,OINOM%2BV9%252B,其他
OUKI,OKA1,1,OUKI,OUKI,其他
OUKI,OKA51,1,OUKI,OUKI,其他
OUKI,OKA53,1,OUKI,OUKI,其他
OUKI,OKU3,1,OUKI,OUKI,其他
China_Mobile,OPPO Find7,1,China_Mobile,CMCC,CMCC
OPPO,OPPO R7,894,OPPO,OPPO,OPPO
OPPO R7,OPPO R7.R7.R7,22,OPPO,OPPO,OPPO
OPPO,OPPO R7s,653,OPPO,OPPO,OPPO
OPPO R7s,OPPO R7s.R7s.R7s,23,OPPO,OPPO,OPPO
OPPO,OPPO R7st,63,OPPO,OPPO,OPPO
OPPO R7st,OPPO R7st.R7s.R7st,3,OPPO,OPPO,OPPO
OPPO,OPPO R7t,44,OPPO,OPPO,OPPO
OPPO R7t,OPPO R7t.R7.R7t,5,OPPO,OPPO,OPPO
OPPO,OPPO X9000,1,OPPO,OPPO,OPPO
OPPO,OPPO X9077,1,OPPO,OPPO,OPPO
OPSSON,OPSSON IVO 8800,4,OPSSON,OPSSON,其他
OPSSON,OPSSON Q3,1,OPSSON,OPSSON,其他
OPSSON,OPSSON S1,1,OPSSON,OPSSON,其他
OUJIA,OUJIA S8,1,OUJIA,OUJIA,其他
OUKI,OUKI G10,1,OUKI,OUKI,其他
OUKI,OUKI G5,1,OUKI,OUKI,其他
OUKI,OUKI P3,1,OUKI,OUKI,其他
OYSIN X5,OYSIN X5,11,OYSIN X5,OYSIN X5,其他
OYSIN%2BX5,OYSIN X5,4,OYSIN%2BX5,OYSIN%2BX5,其他
OUKI,P1,1,OUKI,OUKI,其他
Boyue,P100-SC,2,Boyue,BOYUE,其他
ETON,P2,23,ETON,ETON,ETON
ETON,P301,5,ETON,ETON,ETON
ETON,P305,2,ETON,ETON,ETON
ETON,P51,1,ETON,ETON,ETON
Boyue,P550,3,Boyue,BOYUE,其他
MENMI,P6,2,MENMI,MENMI,其他
TD,P6,1,TD,TD,其他
Huawei,P6-C00,1,huawei,HUAWEI,HUAWEI
Huawei,P6-U06,1,huawei,HUAWEI,HUAWEI
Teclast,P70 3G八核(C2B7),5,Teclast,TECLAST,其他
HEYUF,p7539,1,HEYUF,HEYUF,其他
weiimi,P8,4,weiimi,WEIIMI,其他
Teclast,P80 3G八核(A4LL),1,Teclast,TECLAST,其他
HYUNDAI,P8033C,1,HYUNDAI,HYUNDAI,其他
Suning,P80w,4,Suning,SUNING,其他
Teclast,P89 3G八核(D1H8),1,Teclast,TECLAST,其他
weiimi,P8s,1,weiimi,WEIIMI,其他
Teclast,P98 3G八核(A4HY),1,Teclast,TECLAST,其他
Teclast,P98 4G八核(A8H6),1,Teclast,TECLAST,其他
alps,PAD,1,alps,ALPS,ALPS
asus,PadFone 2,1,asus,ASUS,ASUS
asus,PadFone Infinity,1,asus,ASUS,ASUS
asus,PadFone T00C,1,asus,ASUS,ASUS
Huawei,PE-CL00,25,huawei,HUAWEI,HUAWEI
PE-CL00,PE-CL00.hwPE.PE-CL00,1,huawei,HUAWEI,HUAWEI
Huawei,PE-TL00M,120,huawei,HUAWEI,HUAWEI
PE-TL00M,PE-TL00M.hwPE.PE-TL00M,4,huawei,HUAWEI,HUAWEI
Huawei,PE-TL10,1006,huawei,HUAWEI,HUAWEI
PE-TL10,PE-TL10.hwPE.PE-TL10,59,huawei,HUAWEI,HUAWEI
Huawei,PE-TL20,114,huawei,HUAWEI,HUAWEI
PE-TL20,PE-TL20.hwPE.PE-TL20,6,huawei,HUAWEI,HUAWEI
Huawei,PE-UL00,672,huawei,HUAWEI,HUAWEI
PE-UL00,PE-UL00.hwPE.PE-UL00,46,huawei,HUAWEI,HUAWEI
PHICOMM,PHICOMM E551Lt,1,phicomm,PHICOMM,其他
Philips,Philips I908,17,Philips,PHILIPS,PHILIPS
Philips,Philips I928,8,Philips,PHILIPS,PHILIPS
Philips,Philips S308,1,Philips,PHILIPS,PHILIPS
Philips,Philips S316T,5,Philips,PHILIPS,PHILIPS
Philips,Philips S356T,10,Philips,PHILIPS,PHILIPS
Philips,Philips S388,1,Philips,PHILIPS,PHILIPS
Philips S388,Philips S388.Philips.Philips S388,1,Philips,PHILIPS,PHILIPS
Philips,Philips T3500,3,Philips,PHILIPS,PHILIPS
Philips T3500,Philips T3500.Philips.Philips T3500,1,Philips,PHILIPS,PHILIPS
Philips,Philips V387,14,Philips,PHILIPS,PHILIPS
Philips V989,Philips V989,11,Philips,PHILIPS,PHILIPS
Philips,Philips W3509,1,Philips,PHILIPS,PHILIPS
Philips,Philips W3550,8,Philips,PHILIPS,PHILIPS
Philips,Philips W6618,12,Philips,PHILIPS,PHILIPS
Philips W6618,Philips W6618.Marathon.W6618,1,Philips,PHILIPS,PHILIPS
Philips,Philips W8355,1,Philips,PHILIPS,PHILIPS
Philips,Philips W8510,5,Philips,PHILIPS,PHILIPS
Philips,Philips W8560,3,Philips,PHILIPS,PHILIPS
THTF(Tsinghua Tongfang),pie fun P80 series,1,THTF(Tsinghua Tongfang),THTF(TSINGHUA TONGFANG),其他
Huawei,PINE,1,huawei,HUAWEI,HUAWEI
alps,Pioneer E80w,2,alps,ALPS,ALPS
Pioneer,Pioneer E90w,1,Pioneer,PIONEER,PIONEER
Pioneer,Pioneer M1,16,Pioneer,PIONEER,PIONEER
Pioneer,Pioneer S90w,3,Pioneer,PIONEER,PIONEER
Meizu,PRO 6 Plus,1,meizu,MEIZU,MEIZU
TECNO,PTM-Z-mini,1,TECNO,TECNO,其他
PULID_F15,PULID F15,1,PULID_F15,PULID_F15,其他
Q_Note,Q_Note,4,Q_Note,Q_NOTE,其他
亿美Q007,Q007,1,亿美Q007,亿美Q007,其他
OWWO,Q03,3,OWWO,OWWO,其他
OWWO,Q03Note,1,OWWO,OWWO,其他
Q8000,Q8000,1,Q8000,Q8000,其他
QIKAI,QK-6385T,1,QIKAI,QIKAI,其他
OPPO,R1C,1,OPPO,OPPO,OPPO
OPPO,R2010,43,OPPO,OPPO,OPPO
R2010,R2010.R2010.R2010,2,OPPO,OPPO,OPPO
OPPO,R2017,130,OPPO,OPPO,OPPO
R2017,R2017.R2017.R2017,5,OPPO,OPPO,OPPO
R5,R5,1,OPPO,OPPO,OPPO
XIMI,R5s plus,2,XIMI,XIMI,其他
Laimi,R6,2,Laimi,LAIMI,其他
OPPO,R6007,82,OPPO,OPPO,OPPO
R6007,R6007.R6007.R6007,1,OPPO,OPPO,OPPO
OPPO,R7005,37,OPPO,OPPO,OPPO
R7005,R7005.R3.R7005,1,OPPO,OPPO,OPPO
OPPO,R7007,95,OPPO,OPPO,OPPO
R7007,R7007.R7007.R7007,5,OPPO,OPPO,OPPO
OPPO,R7c,92,OPPO,OPPO,OPPO
R7c,R7c.R7c.R7c,3,OPPO,OPPO,OPPO
eimiee,R7S双网版,1,eimiee,EIMIEE,其他
OPPO,R7t,82,OPPO,OPPO,OPPO
R7t,R7t.R7.R7t,2,OPPO,OPPO,OPPO
OPPO,R8000,38,OPPO,OPPO,OPPO
OPPO,R8007,77,OPPO,OPPO,OPPO
R8007,R8007.msm8226.msm8226,1,OPPO,OPPO,OPPO
R8007,R8007.R1S.R8007,4,OPPO,OPPO,OPPO
R8007,R8007.R8007.R8007,1,OPPO,OPPO,OPPO
OPPO,R801,1,OPPO,OPPO,OPPO
OPPO,R803,1,OPPO,OPPO,OPPO
OPPO,R807,2,OPPO,OPPO,OPPO
OPPO,R809T,12,OPPO,OPPO,OPPO
R809T,R809T.R809T.OPPO89T_12083,1,OPPO,OPPO,OPPO
OPPO,R8106,2,OPPO,OPPO,OPPO
OPPO,R8107,158,OPPO,OPPO,OPPO
R8107,R8107.R5.R8107,7,OPPO,OPPO,OPPO
OPPO,R8109,13,OPPO,OPPO,OPPO
OPPO,R811,9,OPPO,OPPO,OPPO
R811,R811.oppo15td_12033.oppo15td_12033,1,OPPO,OPPO,OPPO
OPPO,R813T,2,OPPO,OPPO,OPPO
OPPO,R815T,14,OPPO,OPPO,OPPO
OPPO,R817,2,OPPO,OPPO,OPPO
OPPO,R817T,5,OPPO,OPPO,OPPO
OPPO,R819T,23,OPPO,OPPO,OPPO
OPPO,R820,5,OPPO,OPPO,OPPO
R820,R820.R820.OPPO72T_13033,2,OPPO,OPPO,OPPO
OPPO,R8200,262,OPPO,OPPO,OPPO
R8200,R8200.R1C.R8200,13,OPPO,OPPO,OPPO
OPPO,R8205,64,OPPO,OPPO,OPPO
R8205,R8205.R1C.R8205,2,OPPO,OPPO,OPPO
OPPO,R8207,537,OPPO,OPPO,OPPO
R8207,R8207.R1C.R8207,20,OPPO,OPPO,OPPO
OPPO,R821T,12,OPPO,OPPO,OPPO
R821T,R821T.R821T.OPPO72T_13033,1,OPPO,OPPO,OPPO
OPPO,R823T,17,OPPO,OPPO,OPPO
R823T,R823T.R823T.OPPO89T_13039,1,OPPO,OPPO,OPPO
OPPO,R827T,45,OPPO,OPPO,OPPO
R827T,R827T.R827T.OPPO82_13059,2,OPPO,OPPO,OPPO
OPPO,R829T,79,OPPO,OPPO,OPPO
R829T,R829T.R829T.OPPO82_13065,3,OPPO,OPPO,OPPO
OPPO,R830,50,OPPO,OPPO,OPPO
R830,R830.R830.OPPO72_13083,3,OPPO,OPPO,OPPO
OPPO,R830S,17,OPPO,OPPO,OPPO
R830S,R830S.R830S.R830S,2,OPPO,OPPO,OPPO
OPPO,R831S,83,OPPO,OPPO,OPPO
R831S,R831S.R831S.R831S,5,OPPO,OPPO,OPPO
OPPO,R831T,54,OPPO,OPPO,OPPO
R831T,R831T.R831T.OPPO72_13079,1,OPPO,OPPO,OPPO
OPPO,R833T,24,OPPO,OPPO,OPPO
R833T,R833T.OPPO82_13067.OPPO82_13067,1,OPPO,OPPO,OPPO
OPPO,R850,2,OPPO,OPPO,OPPO
R850,R850.R850.OPPO82_13087,1,OPPO,OPPO,OPPO
koobee,S1,5,koobee,KOOBEE,KOOBEE
changhong,S10,2,Changhong,CHANGHONG,CHANGHONG
koobee,S100,1,koobee,KOOBEE,KOOBEE
小霸王,S100,1,小霸王,小霸王,其他
SAST,S1000,3,SAST,SAST,其他
SAST,S1000B,1,SAST,SAST,其他
Xianmi,S12,1,Xianmi,XIANMI,其他
koobee,S2,3,koobee,KOOBEE,KOOBEE
LENOVO,S2005A-H,1,lenovo,LENOVO,LENOVO
SGMSGMS,S-2015,1,SGMSGMS,SGMSGMS,其他
koobee,S3,1,koobee,KOOBEE,KOOBEE
Sony,S36h,1,Sony,SONY,SONY
PHILIPS,S399,1,Philips,PHILIPS,PHILIPS
Sony,S39h,48,Sony,SONY,SONY
S39h,S39h.S39h.S39h_1275-3653,2,S39h,S39H,其他
WPF,S4552,1,WPF,WPF,其他
S-4G02,S-4G02.Android.S-4G02,1,S-4G02,S-4G02,其他
S-4G02D,S-4G02D,1,S-4G02D,S-4G02D,其他
Cat,S50,1,Cat,CAT,其他
AMoible,S507,1,AMOI,AMOI,其他
Sony,S50h,1,Sony,SONY,SONY
Sony,S55t,12,Sony,SONY,SONY
Sony,S55u,13,Sony,SONY,SONY
S55u,S55u.S55u.S55u,2,S55u,S55U,其他
Android,S6,1,Android,ANDROID,其他
ViewSonic,S600,2,ViewSonic,VIEWSONIC,其他
PHILIPS,S616L,2,Philips,PHILIPS,PHILIPS
qcom,S7,1,qcom,QCOM,QCOM
Huawei,S8-701u,32,huawei,HUAWEI,HUAWEI
S8-701u,S8-701u.hws8701.t1_8p0,3,S8-701u,S8-701U,其他
SUNVAN,S8888,1,SUNVAN,SUNVAN,其他
索爱,S9,1,索爱,索爱,其他
STL,S95,2,STL,STL,其他
SAGA,SAGA A900,1,SAGA,SAGA,其他
SAMSUNG T805S,SAMSUNG T805S,1,samsung,SAMSUNG,SAMSUNG
samsung,SAMSUNG-SGH-I337,2,samsung,SAMSUNG,SAMSUNG
samsung,SAMSUNG-SGH-I537,1,samsung,SAMSUNG,SAMSUNG
samsung,SAMSUNG-SGH-I747,1,samsung,SAMSUNG,SAMSUNG
samsung,SAMSUNG-SM-G800A,1,samsung,SAMSUNG,SAMSUNG
samsung,SAMSUNG-SM-G850A,1,samsung,SAMSUNG,SAMSUNG
samsung,SAMSUNG-SM-G870A,1,samsung,SAMSUNG,SAMSUNG
SAMSUNG-SM-G900A,SAMSUNG-SM-G900A.klteatt.klteuc,1,samsung,SAMSUNG,SAMSUNG
samsung,SAMSUNG-SM-N900,1,samsung,SAMSUNG,SAMSUNG
samsung,SAMSUNG-SM-N900A,4,samsung,SAMSUNG,SAMSUNG
SAMSUNG-SM-N900A,SAMSUNG-SM-N900A.hlteatt.hlteuc,1,samsung,SAMSUNG,SAMSUNG
samsung,SAMSUNG-SM-N910A,5,samsung,SAMSUNG,SAMSUNG
三星,SAMSUNG-T950S,1,samsung,SAMSUNG,SAMSUNG
SANY_V8,SANY V8,1,SANY_V8,SANY_V8,其他
SANY,SANY V8 PRO,1,SANY,SANY,其他
SBM,SBM303SH,4,SBM,SBM,其他
samsung,SC-01F,1,samsung,SAMSUNG,SAMSUNG
samsung,SC-01G,1,samsung,SAMSUNG,SAMSUNG
samsung,SC02F,1,samsung,SAMSUNG,SAMSUNG
samsung,SC-02F,35,samsung,SAMSUNG,SAMSUNG
SC-02F,SC-02F,2,SC-02F,SC-02F,其他
SC-02F,SC-02F.hlte.SC-02F,1,SC-02F,SC-02F,其他
SC-02F,SC-02F.hltejs01tw.hltejs01zt,1,SC-02F,SC-02F,其他
samsung,SC-04E,4,samsung,SAMSUNG,SAMSUNG
samsung,SC-05D,1,samsung,SAMSUNG,SAMSUNG
Verizon,SCH-I535,5,Verizon,VERIZON,VERIZON
Verizon,SCH-I545,1,Verizon,VERIZON,VERIZON
Verizon,SCH-I605,2,Verizon,VERIZON,VERIZON
Verizon,SCL23,5,Verizon,VERIZON,VERIZON
KDDI,SCL23,1,KDDI,KDDI,KDDI
SCL23,SCL23.SCL23.SCL23,1,SCL23,SCL23,其他
KDDI,SCL24,3,KDDI,KDDI,KDDI
Amazon,SD4930UR,8,Amazon,AMAZON,其他
SENAP,SENAP P7,1,SENAP,SENAP,其他
JTY,SF196,1,JTY,JTY,其他
samsung,SGH-I317M,2,samsung,SAMSUNG,SAMSUNG
samsung,SGH-I337,1,samsung,SAMSUNG,SAMSUNG
samsung,SGH-I337M,1,samsung,SAMSUNG,SAMSUNG
samsung,SGH-I747M,1,samsung,SAMSUNG,SAMSUNG
samsung,SGH-M919,1,samsung,SAMSUNG,SAMSUNG
samsung,SGH-N075T,2,samsung,SAMSUNG,SAMSUNG
samsung,SGH-W2013,1,samsung,SAMSUNG,SAMSUNG
Sony,SGP341,2,Sony,SONY,SONY
Sony,SGP521,3,Sony,SONY,SONY
Sony,SGP541,1,Sony,SONY,SONY
Sony,SGP621,1,Sony,SONY,SONY
DOCOMO,SH-01F,2,DOCOMO,DOCOMO,其他
DOCOMO,SH-01G,1,DOCOMO,DOCOMO,其他
DOCOMO,SH-02F,1,DOCOMO,DOCOMO,其他
DOCOMO,SH-06E,1,DOCOMO,DOCOMO,其他
KDDI,SHL23,1,KDDI,KDDI,KDDI
SHMA_S6,SHMA S6,1,SHMA_S6,SHMA_S6,其他
SHOWN_P1,SHOWN_P1,65,SHOWN_P1,SHOWN_P1,SHOWN_P1
SHOWN_P1,SHOWN_P1.SHOWN_P1.SHOWN_P1,2,SHOWN_P1,SHOWN_P1,SHOWN_P1
samsung,SHV-E120L,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E120S,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E160L,4,samsung,SAMSUNG,SAMSUNG
SHV-E160L,SHV-E160L.SHV-E160L.SHV-E160L,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E160S,4,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E210K,14,samsung,SAMSUNG,SAMSUNG
SHV-E210K,SHV-E210K.c1ktt.c1ktt,4,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E210L,8,samsung,SAMSUNG,SAMSUNG
SHV-E210L,SHV-E210L.c1lgt.c1lgt,2,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E210S,11,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E220S,3,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E230K,1,samsung,SAMSUNG,SAMSUNG
SHV-E250,SHV-E250.t0lte.t0ltezs,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E250K,23,samsung,SAMSUNG,SAMSUNG
SHV-E250K,SHV-E250K.t0ltektt.t0ltektt,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E250L,26,samsung,SAMSUNG,SAMSUNG
SHV-E250L,SHV-E250L.t0ltelgt.t0ltelgt,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E250S,34,samsung,SAMSUNG,SAMSUNG
SHV-E250S,SHV-E250S.t0lteskt.t0lteskt,2,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E270K,3,samsung,SAMSUNG,SAMSUNG
SHV-E270K,SHV-E270K.baffinltektt.baffinltektt,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E270L,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E300K,2,samsung,SAMSUNG,SAMSUNG
SHV-E300K,SHV-E300K,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E300L,8,samsung,SAMSUNG,SAMSUNG
SHV-E300L,SHV-E300L,2,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E300S,12,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E310L,2,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E330,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E330K,2,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E330L,4,samsung,SAMSUNG,SAMSUNG
SHV-E330L,SHV-E330L.ks01ltelgt.ks01ltelgt,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E330S,35,samsung,SAMSUNG,SAMSUNG
SHV-E330S,SHV-E330S,1,samsung,SAMSUNG,SAMSUNG
SHV-E330S,SHV-E330S.ks01lteskt.ks01lteskt,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E370K,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E400K,14,samsung,SAMSUNG,SAMSUNG
SHV-E400K,SHV-E400K,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E470S,1,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E500L,2,samsung,SAMSUNG,SAMSUNG
samsung,SHV-E500S,1,samsung,SAMSUNG,SAMSUNG
samsung,SHW-M440S,2,samsung,SAMSUNG,SAMSUNG
Signature Touch,Signature Touch,1,Signature Touch,SIGNATURE TOUCH,其他
ivvi,SK1-02,10,ivvi,IVVI,IVVI
SK1-02,SK1-02.SK1-02.SK1-02,1,SK1-02,COOLPAD,COOLPAD
ivvi,SK2-01,4,ivvi,IVVI,IVVI
SK2-01,SK2-01.SK2-01.SK2-01,1,SK2-01,COOLPAD,COOLPAD
ivvi,SK3-01,69,ivvi,IVVI,IVVI
SK3-01,SK3-01,2,SK3-01,COOLPAD,COOLPAD
ivvi,SK3-02,15,ivvi,IVVI,IVVI
SK3-02,SK3-02,1,SK3-02,COOLPAD,COOLPAD
SK3-02,SK3-02.SK3-02.SK3-02,1,SK3-02,COOLPAD,COOLPAD
SL600,SL600,1,SL600,SL600,其他
samsung,SM_G9092,1,samsung,SAMSUNG,SAMSUNG
smartisan,SM701,67,smartisan,SMARTISAN,SMARTISAN
SM701,SM701,3,samsung,SAMSUNG,SAMSUNG
SM701,SM701.msm8974sfo.msm8974sfo,5,samsung,SAMSUNG,SAMSUNG
smartisan,SM705,130,smartisan,SMARTISAN,SMARTISAN
SM705,SM705,4,samsung,SAMSUNG,SAMSUNG
SM705,SM705.msm8974sfo_lte.msm8974sfo_lte,6,samsung,SAMSUNG,SAMSUNG
samsung,SM-A3000,14,samsung,SAMSUNG,SAMSUNG
samsung,SM-A300YZ,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-A5000,445,samsung,SAMSUNG,SAMSUNG
SM-A5000,SM-A5000,11,samsung,SAMSUNG,SAMSUNG
,SM-A5000,1,,,其他
SM-A5000,SM-A5000.a5ltechn.a5ltezc,20,samsung,SAMSUNG,SAMSUNG
samsung,SM-A500F,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-A500L,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-A7000,522,samsung,SAMSUNG,SAMSUNG
SM-A7000,SM-A7000,11,samsung,SAMSUNG,SAMSUNG
SM-A7000,SM-A7000.a7ltechn.a7ltezc,29,samsung,SAMSUNG,SAMSUNG
samsung,SM-A700YD,8,samsung,SAMSUNG,SAMSUNG
SM-A700YD,SM-A700YD.a7ltechn.a7ltezt,3,samsung,SAMSUNG,SAMSUNG
alps,SMART_Fly_1,1,alps,ALPS,ALPS
samsung,SM-C101,36,samsung,SAMSUNG,SAMSUNG
SM-C101,SM-C101.mproject3g.mproject3gzn,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-C105L,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-C1116,18,samsung,SAMSUNG,SAMSUNG
samsung,SM-C1158,11,samsung,SAMSUNG,SAMSUNG
samsung,SM-E7000,163,samsung,SAMSUNG,SAMSUNG
SM-E7000,SM-E7000,2,samsung,SAMSUNG,SAMSUNG
SM-E7000,SM-E7000.e7ltechn.e7ltezc,6,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3502,9,samsung,SAMSUNG,SAMSUNG
